My underwear is dirty.	我的內衣髒了
I've got to stop eating such sweet ice cream.	我必须停止吃那么甜的冰激凌。
Tom says he can communicate with the dead.	Tom说他可以通灵。
I'll call you as soon as I can.	我会尽快给你打电话的。
I bet Tom forgot.	我打賭湯姆忘了。
"I feel like playing cards." "So do I."	“我想打牌。”“我也是。”
I'm going to go sit down.	我要坐下。
I have confidence in you.	我對你有信心。
He erased his speech from the tape.	他把他的那段话从磁带里删除了。
I'm ready to leave.	我准备好出发了。
He swam across the river.	他遊過了河。
This is the house where he lived.	這是他住的房子。
I phone him every day.	我每天都给他打电话。
I'm not sure of the exact date.	我不知道確切的日期。
We ordered Chinese food.	我们点了中餐。
Please get me a scrap of paper.	請給我一張廢紙。
I must help her.	我必須幫助她。
You look like you're confused.	你看起來有困惑。
This is your key.	這是您的鑰匙。
I borrowed this comic from his sister.	我向他的妹妹借了這個漫畫。
One of my suitcases is missing.	我的其中一个行李不见了。
She got a new CD player yesterday.	她昨天得到了一個新的CD播放機。
I want to go home.	我要回家。
She wore a long, loose coat.	她穿了一件宽松的长外套。
Stay right here and relax.	待在這里，放鬆。
Since he has ambitions, he works hard.	因為他有野心，他很努力地工作。
This is Uncle Tom's farm.	這是湯姆叔叔的農場。
Who's your favorite character in this book?	你最喜歡這本書中的哪個角色？
Both Tom and Mary can speak French.	汤姆和玛丽两个人都会说法语。
That's too bad.	那太糟糕了。
They got out of the car.	他們下了車。
The dog walked across the street.	這隻狗穿過街道。
Tom knows a lot of stuff about Mary.	汤姆知道玛丽的很多事。
He's gone to Nagoya on business.	他因公出差到名古屋。
I went to sleep about 10 o'clock.	我在10點左右去睡覺。
Tom smiled at Mary, and she smiled back.	汤姆对玛丽笑了笑，她也笑着回应了。
Please drive the car more slowly.	請開車開慢一點。
She got in at 9 p.m.	她晚上九點鐘上了車。
Why are you so good at cooking?	为什么你做饭那么拿手呢？
A man suddenly appeared in the doorway.	一个男的突然出现在门口。
I visited my grandmother's house.	我拜訪了我祖母的房子。
I'll be back in a jiffy.	我马上就回来。
One must be responsible for one's conduct.	人要为自己的行为负责。
She loves Tom.	她愛湯姆。
I can't go, nor do I want to.	我去不了，也不想去。
We have no idea what to do.	我們不知道要做甚麼。
These must be fake.	這些一定是假的。
It's all Greek to me.	我对此一窍不通。
Everything matters.	任何事情都是重要。
He is taller than his brother.	他比他的弟弟高。
I don't have much time.	我时间不多。
They are jealous of our success.	他们嫉妒我们的成功。
Tom is already here, but Mary hasn't gotten here yet.	汤姆已经在这里了，但玛丽还没到。
God created the heaven and the earth.	上帝創造了天地。
She almost passed out.	她几乎喝晕了。
She is always trying new things.	她总是尝试新事物。
Let us go home.	让我们回家吧。
He is giving me a hard time.	他跟我過不去。
How was the fishing?	釣魚怎麼樣？
Are you sure about this?	你确定吗？
Stop fooling around.	不要隨便開玩笑。
The bus was ten minutes late.	公车晚了十分钟。
It is difficult to give up smoking.	戒煙很難。
Tom hasn't talked to Mary about that yet.	汤姆还没跟玛丽谈那事。
I want to go abroad next year.	我明年想去國外。
He makes a living as a salesman.	他當推銷員為生。
The car he's driving is not his.	這輛他正在開的車不是他的。
Tom comes home every day at 2:30.	汤姆每天2：30回家。
Could you call me back a bit later?	你可以稍後回電給我嗎?
Is it all there?	全都在那裡嗎？
People from Madrid are weird.	从马德里来的人都很怪。
Would you like me to explain it?	我為你解釋一下好嗎?
He relies on his wife financially.	他经济上依靠他的太太。
You should drink a lot of liquid.	你應該喝大量的液體。
He has gone to London.	他去了伦敦。
What have you come here for?	你为什么来这儿？
A dog followed me to my school.	一隻狗跟著我到我的學校。
I don't know who made the cake.	我不知道這個蛋糕是誰做的。
That's what I like.	我就喜欢它。
They say that Venice is a beautiful city.	他㥃說威尼斯是個漂亮的城市。
It is less muggy today than it was yesterday.	今天不比昨天悶熱。
Could you please drive me home?	你可以載我回家嗎?
There's something I've been meaning to discuss with you.	有件事我一直想跟你商量。
Let's go to the beach.	讓我們去海邊吧。
I need your advice on what I should do next.	我需要你指導我接下來該做甚麼。
He doesn't know how to write a letter in English.	他不知道如何用英语写信。
I enjoyed talking with him at the party.	聚会上我和他谈得很愉快。
I do not know how to use it.	我不知道如何使用它。
Which road goes to city hall?	哪條路通往市政廳？
May I go now?	我现在能去了吗？
You've got to set the alarm clock before you go to bed.	在你上床睡覺之前，你必須把鬧鐘設定好。
Whose book is this?	這書是誰的？
Tom knows that I used to live in Boston.	湯姆知道我在波士頓住過。
There wasn't a soul in sight.	一個人影也看不到。
The street is paved with asphalt.	這條街鋪上了柏油。
I really look forward to your visit in the near future.	我很期待在不久的將來您的光臨。
That smells bad.	那不好聞。
It is difficult to speak three languages.	說三種語言是很困難的。
Are you over 18?	你有18歲了嗎？
When will you leave?	你什麼時候離開？
I don't want to eat lunch now.	我现在不想吃午饭。
London is the capital of England.	倫敦是英國的首都。
His parents took him for a walk.	他的父母帶他去散步。
This really is great weather.	這真的是個好天氣。
You did not come to school yesterday.	你昨天没来学校。
What an idiot I am!	我真是個白痴！
All of my friends got asked to dance except me.	除了我，其他人都被邀请去跳舞了。
This could hurt our business.	这会打击我们的生意。
She said she had been happy.	她說她以前很快樂。
This medicine will make you feel better.	这药会让你好受点。
I visited him a week ago today.	我在一周前的今天拜訪了他。
Ask me something easier.	问我简单些的。
He's afraid of snakes.	他害怕蛇。
Congratulations!	祝贺你。
What if Tom is still alive?	如果汤姆还活着呢？
My pen is new.	我的钢笔是新的。
It's snowing.	正在下雪。
Don't let appearances deceive you.	不要被外貌蒙蔽了。
Everyone was surprised.	所有人都很吃惊。
I am amazed at your audacity.	我对你的厚颜无耻感到惊讶。
I was calm until I saw the syringe.	看到针管儿之前我一直都很淡定。
Will it snow tonight?	今晚会下雪吗？
School begins at half past eight.	學校八點半開始上課。
What're you reading?	你在看什么？
My wish is to become a teacher.	我的願望是成為一個老師。
Thank you in advance for your help.	我先谢谢你的帮忙。
She was wearing long boots.	她穿着长靴。
I'd like to rent a car.	我想租一輛車。
She had a basket full of apples.	她有一整籃的蘋果。
How do you know that belongs to Tom?	你怎麼知道那是湯姆的？
I have to get my computer repaired.	我必須把我的電腦拿去給人家修理。
Would you please take my picture?	請你幫我照相好嗎？
I'm sending you a birthday present by airmail.	我寄給你一個航空郵件生日禮物。
That's a lot of cash.	那是很多錢。
Which season do you like the best?	您最喜欢哪个季节？
Yes, it's such a nice evening.	是的，今天晚上很愉快。
He's such a sweetheart.	他真是甜心。
What do you know about the CIA?	你知道中央情报局的什么？
Always be true to yourself.	永遠要對自己誠實。
My school is on the left.	我的學校在我家左邊。
I am playing the piano now.	我現在正在彈鋼琴。
Everyone can't afford a car.	每個人都買不起車。
I know what you meant.	我知道你是什么意思。
I haven't seen you in ages.	我已經好久沒有見到你了。
I've always been smart.	我一直聪明。
I don't mind if I get wet.	我不介意被弄濕。
There is a bag on the desk.	书桌上有一个包。
Tom is always late.	湯姆總是遲到。
You had better stay here a little longer.	你最好在這裡待久一點。
Which do you like better, this or that?	你更喜欢哪个，这个还是那个？
She can speak English, of course.	她會講英語，當然。
Tom had numerous girlfriends.	Tom有很多女友。
